,Car Name,Car url,Car Brand,Year,Selling Price,Current Value,KMs Driven,Fuel,Seller Type,max_power,Transmission,Owner,Mileage,Engine,Drive Type,Seats,Gear Box
99,Rover Range Rover Evoque 2.2L Prestige,/used-car-details/used-Land-Rover-Range-Rover-Evoque-2011-2014-2.2L-Prestige-cars-Kolkata_631F3F6461F710CE5320E2B427065107.htm,Land Rover,9,21.99,59.3474,46300,Diesel,Dealer,187.7,Automatic,First Owner,12.7,2179,4WD,5,9
100,New Safari DICOR 2.2 EX 4x2,/used-car-details/used-Tata-Safari-2005-2017-DICOR-2.2-EX-4x2-cars-Kolkata_A9AB958FC1A422ADFA65BFAC91B1438C.htm,Tata,9,3.5,20.65,80000,Diesel,Individual,138.1,Manual,First Owner,11.57,2179,FWD,7,5
101,EON Sportz,/used-car-details/used-Hyundai-EON-Sportz-cars-Kolkata_181A7EDCF5A35FC5A66C744D058738BC.htm,Hyundai,4,2.66,7.1789,27500,Petrol,Dealer,55.2,Manual,Second Owner,21.1,814,FWD,5,5
102,A-Star Zxi,/used-car-details/used-Maruti-A-Star-Zxi-cars-Kolkata_FB26E51E22BCDFB51BC4706994E608B2.htm,Maruti,11,2.0,5.3977,42000,Petrol,Dealer,66.1,Manual,First Owner,19.0,998,FWD,5,5
103,i20 Active SX Diesel,/used-car-details/used-Hyundai-i20-Active-SX-Diesel-cars-Kolkata_1218DC7DB33885D2B00342514A02AB5E.htm,Hyundai,5,5.75,15.5183,42000,Diesel,Dealer,88.76,Manual,First Owner,21.19,1396,FWD,5,6
104,Cruze LTZ,/used-car-details/used-Chevrolet-Cruze-2010-2011-LTZ-cars-Kolkata_4EABC2820EFE27ABB9756532EB00A1B0.htm,Chevrolet,10,3.2,8.6363,50000,Diesel,Individual,147.9,Manual,Second Owner,18.3,1991,,5,5
105,i20 Sportz 1.4 CRDi,/used-car-details/used-Hyundai-i20-2012-2014-Sportz-1.4-CRDi-cars-Kolkata_0B187DB286D3BFE284E0681C6334FD06.htm,Hyundai,7,3.25,10.575,65000,Diesel,Dealer,88.76,Manual,First Owner,21.9,1396,FWD,5,6
106,Bolero Power Plus SLX,/used-car-details/used-Mahindra-Bolero-Power-Plus-SLX-cars-Kolkata_2244B88C747640C2E89E5099963D11BA.htm,Mahindra,3,7.5,20.2413,90000,Diesel,Individual,70.0,Manual,First Owner,16.5,1493,RWD,7,5
107,Etios VXD,/used-car-details/used-Toyota-Etios-2010-2012-VXD-cars-Kolkata_4AF5D14ECBE33EC16BA21192FEEEFE7D.htm,Toyota,9,3.6,9.7158,70000,Diesel,Individual,67.1,Manual,Second Owner,23.59,1364,FWD,5,5
108,Zest Quadrajet 1.3 75PS XE,/used-car-details/used-Tata-Zest-Quadrajet-1.3-75PS-XE-cars-Kolkata_4EA58E54721526099F98D68F405D1311.htm,Tata,4,2.8,7.5567,70000,Diesel,Individual,74.0,Manual,First Owner,22.95,1248,FWD,5,5
109,Verna 1.6 SX VTVT AT,/used-car-details/used-Hyundai-Verna-2011-2014-1.6-SX-VTVT-AT-cars-Kolkata_714E7380F5BE5E5518A79D9DB191402E.htm,Hyundai,7,4.6,13.005,38000,Petrol,Dealer,121.3,Automatic,First Owner,15.74,1591,FWD,5,4
110,Verna Transform VTVT,/used-car-details/used-Hyundai-Verna-2010-2011-Transform-VTVT-cars-Kolkata_94A2739AF4D9D06FBD34B737798B76EB.htm,Hyundai,10,2.24,13.005,45000,Petrol,Dealer,103.2,Manual,First Owner,16.2,1599,Two Wheel Drive,5,5
111,X5 3.0d,/used-car-details/used-BMW-X5-2007-2013-3.0d-cars-Kolkata_268CA25B57023E14F5D7676C52FBAEE9.htm,BMW,13,7.99,90.845,71735,Diesel,Dealer,235.0,Automatic,First Owner,11.0,2993,AWD,5,6
112,Polo 1.5 TDI Trendline,/used-car-details/used-Volkswagen-Polo-2015-2019-1.5-TDI-Trendline-cars-Kolkata_62DCF556CADAC669C2B9E0C4C20C8A9E.htm,Volkswagen,5,3.5,9.4459,67067,Diesel,Dealer,88.0,Manual,First Owner,20.14,1498,FWD,5,5
113,Verna 1.4 VTVT,/used-car-details/used-Hyundai-Verna-2011-2014-1.4-VTVT-cars-Kolkata_065B032AA712839D21AAABA960B37CD7.htm,Hyundai,7,4.25,13.005,42000,Petrol,Dealer,105.5,Manual,First Owner,17.43,1396,FWD,5,5
114,Swift Dzire VDI,/used-car-details/used-Maruti-Swift-Dzire-2014-2017-VDI-cars-Kolkata_9C6D23522B558BD77A6312A867CBA92F.htm,Maruti,6,4.5,12.1448,37000,Diesel,Dealer,74.0,Manual,First Owner,26.59,1248,FWD,5,5
115,Wagon R ZXI 1.2,/used-car-details/used-Maruti-Wagon-R-ZXI-1.2-cars-Kolkata_E9268FB7A1DB8E91A474069990A341CB.htm,Maruti,2,5.25,6.1899999999999995,12000,Petrol,Dealer,81.8,Manual,First Owner,20.52,1197,FWD,5,5
116,Beat LT,/used-car-details/used-Chevrolet-Beat-2014-2016-LT-cars-Kolkata_AD94A03B36E2A6C6EF5E1D39AD32E858.htm,Chevrolet,6,2.0,5.3977,16300,Petrol,Individual,76.8,Manual,First Owner,18.6,1199,FWD,5,5
117,Wagon R VXI BS IV,/used-car-details/used-Maruti-Wagon-R-VXI-BS-IV-cars-Kolkata_F4F0AA98EF8B4FBCE8D273E6F9749AEF.htm,Maruti,5,3.65,6.1899999999999995,25000,Petrol,Individual,67.04,Manual,First Owner,20.51,998,FWD,5,5
118,Verna 1.4 CRDi,/used-car-details/used-Hyundai-Verna-2011-2014-1.4-CRDi-cars-Kolkata_30C3A7239B45E89B4D5B1C0255E4A1EE.htm,Hyundai,9,3.5,14.535,52379,Diesel,Dealer,88.7,Manual,First Owner,24.8,1396,FWD,5,6
119,i20 1.2 Spotz,/used-car-details/used-Hyundai-Elite-i20-2017-2020-1.2-Spotz-cars-Kolkata_DABD0315B8D56C3524A18B1C384515D8.htm,Hyundai,3,6.15,10.18,15000,Petrol,Individual,81.83,Manual,First Owner,18.6,1197,FWD,5,5
120,Aura SX Option,/used-car-details/used-Hyundai-Aura-SX-Option-cars-Kolkata_55A8381FE15A3016FCB1B91E509422F2.htm,Hyundai,1,8.0,8.155,15000,Petrol,Individual,81.86,Manual,First Owner,20.5,1197,FWD,5,5
121,Sunny Diesel XV,/used-car-details/used-Nissan-Sunny-2011-2013-Diesel-XV-cars-Kolkata_719E16E6D9EA6BE718E9399DC741199D.htm,Nissan,9,2.8,7.5567,32000,Diesel,Individual,84.8,Manual,First Owner,21.64,1461,FWD,5,5
122,X3 xDrive20d,/used-car-details/used-BMW-X3-2011-2013-xDrive20d-cars-Kolkata_CA876B1D58787B9404371801805A9765.htm,BMW,9,14.95,40.3476,42000,Diesel,Dealer,184.0,Automatic,First Owner,16.09,1995,4WD,5,8
123,i10 Sportz,/used-car-details/used-Hyundai-i10-Sportz-cars-Kolkata_67BF545A265CE96D9E78461F57560156.htm,Hyundai,11,2.15,5.8025,49000,Petrol,Dealer,78.9,Manual,Second Owner,20.36,1197,FWD,5,5
124,EON 1.0 Era Plus,/used-car-details/used-Hyundai-EON-1.0-Era-Plus-cars-Kolkata_D03B0A105B26A0C27A3BA2DA714AFFD7.htm,Hyundai,4,3.5,9.4459,6160,Petrol,Individual,68.05,Manual,First Owner,20.3,998,FWD,5,5
125,A4 2.0 TDI,/used-car-details/used-Audi-A4-2.0-TDI-cars-Kolkata_BEEADE7E5BAFC8B37536997FAABD4861.htm,Audi,10,8.59,23.183,34000,Diesel,Dealer,147.51,Automatic,First Owner,16.55,1968,FWD,5,7
126,KUV 100 mFALCON G80 K6 Plus,/used-car-details/used-Mahindra-KUV-100-2016-2017-mFALCON-G80-K6-Plus-cars-Kolkata_275BCEAF6764D49723BFFEFE822B7A8D.htm,Mahindra,5,3.7,8.17,66264,Petrol,Dealer,82.0,Manual,First Owner,18.15,1198,FWD,6,5
127,Mobilio S i-DTEC,/used-car-details/used-Honda-Mobilio-S-i-DTEC-cars-Kolkata_F486A70AAB5C8873516E9562547C325E.htm,Honda,7,4.89,13.1973,39000,Diesel,Dealer,98.6,Manual,First Owner,24.2,1498,FWD,7,5
128,Polo Diesel Comfortline 1.2L,/used-car-details/used-Volkswagen-Polo-2009-2013-Diesel-Comfortline-1.2L-cars-Kolkata_8D7E8A2DBB7F01CE3E394E01BD003392.htm,Volkswagen,9,3.24,8.7442,59000,Diesel,Dealer,73.9,Manual,First Owner,22.07,1199,FWD,5,5
129,Santro Xing GL,/used-car-details/used-Hyundai-Santro-Xing-GL-cars-Kolkata_3912B9708AA6E847ED5B1F0363C2D454.htm,Hyundai,10,1.85,4.9928,53000,Petrol,Dealer,62.0,Manual,First Owner,18.973914285714287,1086,,5,5
130,WR-V i-VTEC VX,/used-car-details/used-Honda-WRV-2017-2020-i-VTEC-VX-cars-Kolkata_7149376E46749CD3CD6CEBC017155BF7.htm,Honda,1,9.0,10.585,7000,Petrol,Individual,88.7,Manual,First Owner,17.5,1199,FWD,5,5
131,Xcent 1.1 CRDi Base,/used-car-details/used-Hyundai-Xcent-2014-2016-1.1-CRDi-Base-cars-Kolkata_DD3D1198B731E64A9D83501E35A85D4B.htm,Hyundai,6,2.7,7.2869,50000,Diesel,Individual,71.0,Manual,First Owner,24.4,1120,FWD ,5,5
132,XF 3.0 Litre S Premium Luxury,/used-car-details/used-Jaguar-XF-3.0-Litre-S-Premium-Luxury-cars-Kolkata_D9AAE952CA21E85B8D7BD5E87287220C.htm,Jaguar,9,12.99,35.0579,72000,Diesel,Dealer,270.9,Automatic,First Owner,14.74,2993,RWD,5,8
133,i10 Magna 1.1L,/used-car-details/used-Hyundai-i10-Magna-1.1L-cars-Kolkata_D97B1488F70D4C6F06829E8A427CFE21.htm,Hyundai,6,2.99,8.0695,54000,Petrol,Dealer,68.05,Manual,First Owner,19.81,1086,FWD,5,5
134,Wagon R Stingray VXI Optional,/used-car-details/used-Maruti-Wagon-R-Stingray-VXI-Optional-cars-Kolkata_63BEC414DD736E66F8C7DE98163AE46C.htm,Maruti,6,3.9,10.5255,12000,Petrol,Dealer,67.04,Manual,First Owner,20.51,998,FWD,5,5
135,Swift Dzire 1.2 Vxi BSIV,/used-car-details/used-Maruti-Swift-Dzire-2008-1.2-Vxi-BSIV-cars-Kolkata_009FB22F6EF0F1D7F64F7E1376FC8D28.htm,Maruti,10,2.65,8.34,58000,Petrol,Dealer,85.8,Manual,First Owner,17.5,1197,2 WD,5,5
136,i20 Active 1.4 SX Dual Tone,/used-car-details/used-Hyundai-i20-Active-1.4-SX-Dual-Tone-cars-Kolkata_4391F896B0A6CF3640DF523821A12038.htm,Hyundai,5,5.99,16.166,35000,Diesel,Dealer,88.73,Manual,First Owner,21.19,1396,FWD,5,6
137,Innova 2.5 G4 Diesel 8-seater,/used-car-details/used-Toyota-Innova-2004-2011-2.5-G4-Diesel-8-seater-cars-Kolkata_65F895AE89408DBBDD62ED593C53CBF2.htm,Toyota,16,4.7,12.6845,240000,Diesel,Individual,102.0,Manual,Fourth & Above Owner,12.8,2494,,8,5
138,XUV500 W6 2WD,/used-car-details/used-Mahindra-XUV500-2011-2015-W6-2WD-cars-Kolkata_54E1BF369EA624A7464B4801D1893132.htm,Mahindra,5,8.5,20.52,55000,Diesel,Dealer,140.0,Manual,First Owner,15.1,2179,FWD,7,6
139,Swift VXI,/used-car-details/used-Maruti-Swift-2011-2014-VXI-cars-Kolkata_55ADE503421BE255626FB9836CA96124.htm,Maruti,8,3.25,7.99,77001,Petrol,Dealer,85.8,Manual,First Owner,18.6,1197,FWD,5,5
140,3 Series 320d GT Luxury Line,/used-car-details/used-BMW-3-Series-2015-2019-320d-GT-Luxury-Line-cars-Kolkata_A50B6687D2B9C05753696EBAB9DCC4AD.htm,BMW,6,22.0,53.93,44010,Diesel,Dealer,187.74,Automatic,First Owner,19.59,1995,RWD,5,8
141,Grand i10 Sportz Petrol BSIV,/used-car-details/used-Hyundai-Grand-i10-Sportz-Petrol-BSIV-cars-Kolkata_358BABCB5D4AA2BD145E56BDCC818E85.htm,Hyundai,3,4.99,13.4672,32000,Petrol,Dealer,81.86,Manual,First Owner,18.9,1197,FWD,5,5
142,Wagon R VXI BSIII,/used-car-details/used-Maruti-Wagon-R-2010-2012-VXI-BSIII-cars-Kolkata_C277A48D976183686B6D2986C789E73B.htm,Maruti,12,1.75,6.1899999999999995,52000,Petrol,Individual,67.1,Manual,Second Owner,18.9,998,FWD,5,5
143,Grand i10 Magna,/used-car-details/used-Hyundai-Grand-i10-Magna-cars-Kolkata_BF75CF97C1EB376532DA5F096339B716.htm,Hyundai,4,4.3,11.605,34445,Petrol,Dealer,81.86,Manual,First Owner,18.9,1197,FWD,5,5
144,Amaze E Diesel,/used-car-details/used-Honda-Amaze-E-Diesel-cars-Kolkata_86E282F082BE80C87C51E7EFCD8C877C.htm,Honda,4,4.75,11.01,43000,Diesel,Dealer,98.63,Manual,First Owner,24.7,1498,FWD,5,5
145,EcoSport 1.5 DV5 MT Titanium,/used-car-details/used-Ford-Ecosport-2013-2015-1.5-DV5-MT-Titanium-cars-Kolkata_B86776B6E88DDAC18D0DAFF1C186DA0B.htm,Ford,7,5.25,11.684999999999999,27000,Diesel,Dealer,89.84,Manual,First Owner,22.7,1498,FWD,5,5
146,Grand i10 AT Sportz,/used-car-details/used-Hyundai-Grand-i10-2013-2016-AT-Sportz-cars-Kolkata_B39E933BCA3264CF54D7124A482D9581.htm,Hyundai,6,4.15,11.2002,75000,Petrol,Individual,81.86,Automatic,First Owner,18.9,1197,FWD,5,4
147,Santro Xing GLS,/used-car-details/used-Hyundai-Santro-Xing-GLS-cars-Kolkata_E0D6BBA3BCA7F6A05C6BED201C20DDD1.htm,Hyundai,12,2.0,5.3977,70000,Petrol,Individual,62.1,Manual,Second Owner,17.92,1086,FWD,5,5
148,Innova 2.5 G4 Diesel 8-seater,/used-car-details/used-Toyota-Innova-2004-2011-2.5-G4-Diesel-8-seater-cars-Kolkata_6C313C3FA90FF8947D90844C89C38680.htm,Toyota,14,4.9,13.2243,90000,Diesel,Individual,102.0,Manual,Second Owner,12.8,2494,,8,5
149,Wagon R LXI BS IV,/used-car-details/used-Maruti-Wagon-R-LXI-BS-IV-cars-Kolkata_83E0E2B6723720B4AAA8DD46F16E7E4B.htm,Maruti,6,2.89,6.1899999999999995,24508,Petrol,Dealer,67.04,Manual,First Owner,20.51,998,FWD,5,5
150,WR-V i-DTEC VX,/used-car-details/used-Honda-WRV-2017-2020-i-DTEC-VX-cars-Kolkata_B05C67C0B5DD53D3EF76D55B61191B60.htm,Honda,4,7.25,12.82,30000,Diesel,Dealer,98.6,Manual,First Owner,25.5,1498,FWD,5,6
151,EcoSport 1.5 DV5 MT Titanium,/used-car-details/used-Ford-Ecosport-2013-2015-1.5-DV5-MT-Titanium-cars-Kolkata_6B4784790E0C7240B1997BCF286D9DFE.htm,Ford,7,5.45,11.684999999999999,37470,Diesel,Dealer,89.84,Manual,First Owner,22.7,1498,FWD,5,5
152,Innova Crysta 2.4 ZX MT BSIV,/used-car-details/used-Toyota-Innova-Crysta-2016-2020-2.4-ZX-MT-BSIV-cars-Kolkata_961C0CDE20DF23C95D3AAE4226E34C06.htm,Toyota,5,16.75,23.87,35000,Diesel,Dealer,147.8,Manual,First Owner,13.68,2393,RWD,7,5
153,Wagon R AMT VXI,/used-car-details/used-Maruti-Wagon-R-AMT-VXI-cars-Kolkata_9EF68F0084EC86090E9F3A5104B06545.htm,Maruti,5,3.75,6.1899999999999995,24000,Petrol,Dealer,67.0,Automatic,First Owner,20.51,998,FWD,5,5
154,City 1.5 S MT,/used-car-details/used-Honda-City-2008-2011-1.5-S-MT-cars-Kolkata_CC653995BC83EF77527949DE73F15671.htm,Honda,11,2.79,14.545000000000002,50000,Petrol,Individual,118.0,Manual,Second Owner,17.0,1497,FWD,5,5
155,Alto LXi,/used-car-details/used-Maruti-Alto-LXi-cars-Kolkata_6DB77AE0233F0FDE22FB33631348531D.htm,Maruti,15,1.05,2.8338,42830,Petrol,Individual,46.3,Manual,Second Owner,19.7,796,FWD,5,5
156,A6 2.0 TDI Premium Plus,/used-car-details/used-Audi-A6-2011-2015-2.0-TDI-Premium-Plus-cars-Kolkata_67148425A291B3BA8DB21B27AE1DB784.htm,Audi,6,20.95,56.5406,31000,Diesel,Dealer,174.33,Automatic,First Owner,17.68,1968,FWD,5,8
157,Baleno 1.2 CVT Alpha,/used-car-details/used-Maruti-Baleno-1.2-CVT-Alpha-cars-Kolkata_CDF46EABEE1103932C7EB7ED30C5D211.htm,Maruti,4,6.2,8.6,35000,Petrol,Individual,83.1,Automatic,First Owner,21.4,1197,FWD,5,5
158,City 1.5 V MT,/used-car-details/used-Honda-City-2008-2011-1.5-V-MT-cars-Kolkata_5247B63EF1E462EA269BEA397416E5F0.htm,Honda,10,3.4,14.545000000000002,34000,Petrol,Dealer,118.0,Manual,First Owner,17.0,1497,FWD,5,5
159,X1 sDrive 20d xLine,/used-car-details/used-BMW-X1-2015-2020-sDrive-20d-xLine-cars-Kolkata_8A00CBE16AAA85B9033EFA31C54E3D9F.htm,BMW,5,19.5,52.6273,40100,Diesel,Dealer,188.0,Automatic,First Owner,20.68,1995,FWD,5,8
160,Alto K10 VXI,/used-car-details/used-Maruti-Alto-K10-VXI-cars-Kolkata_04AA884E990CE94A4B9C7E2B10529081.htm,Maruti,2,3.49,9.4189,17000,Petrol,Dealer,67.05,Manual,First Owner,23.95,998,FWD,5,5
161,Swift Dzire VXI 1.2 BS IV,/used-car-details/used-Maruti-Dzire-2017-2020-VXI-1.2-BS-IV-cars-Kolkata_280E400DC20C2039650E748EA6D2E743.htm,Maruti,2,5.5,8.34,32000,Petrol,Dealer,81.8,Manual,First Owner,22.0,1197,FWD,5,5
162,Ertiga SHVS VDI Limited Edition,/used-car-details/used-Maruti-Ertiga-SHVS-VDI-Limited-Edition-cars-Kolkata_383AF684BC69E98E77E244F7DCE0E111.htm,Maruti,4,7.65,20.6461,36248,Diesel,Dealer,88.5,Manual,First Owner,24.52,1248,FWD,7,5
163,Xcent 1.2 VTVT S,/used-car-details/used-Hyundai-Xcent-1.2-VTVT-S-cars-Kolkata_6AFBE7BF4F7C474EDE1CD7391E4F85E9.htm,Hyundai,3,5.1,13.7641,20000,Petrol,Individual,81.86,Manual,First Owner,20.14,1197,FWD,5,5
164,Alto 800 VXI,/used-car-details/used-Maruti-Alto-800-2016-2019-VXI-cars-Kolkata_AD7A35ABF00792FEE7C55AAA34B385B2.htm,Maruti,4,3.0,3.99,10000,Petrol,Individual,47.3,Manual,First Owner,24.7,796,FWD,5,5
165,i10 Magna,/used-car-details/used-Hyundai-i10-Magna-cars-Kolkata_1587E76A05FC1C1529FB0F3E4127DF38.htm,Hyundai,9,2.2,5.9374,57080,Petrol,Dealer,78.9,Manual,First Owner,20.36,1197,FWD,5,5
166,City 1.5 GXI,/used-car-details/used-Honda-City-1997-2006-1.5-GXI-cars-Kolkata_9FFAC8C78622D9833AABE457293C9A5F.htm,Honda,16,1.55,14.545000000000002,60000,Petrol,Individual,97.0140904669263,Manual,Third Owner,18.973914285714287,1452,,5,5
167,Swift VDI BSIV,/used-car-details/used-Maruti-Swift-2004-2011-VDI-BSIV-cars-Kolkata_54437C23D97BAEA984C519B6501EF63B.htm,Maruti,11,1.65,4.4531,75000,Diesel,Individual,97.0140904669263,Manual,Second Owner,17.8,1248,,5,5
168,Swift Dzire LDI,/used-car-details/used-Maruti-Swift-Dzire-2011-2014-LDI-cars-Kolkata_0C41A5651D9D24D69D5D9DB4C075FA61.htm,Maruti,8,2.6,7.017,45200,Diesel,Dealer,74.0,Manual,First Owner,23.4,1248,FWD,5,5
169,Creta 1.4 E Plus,/used-car-details/used-Hyundai-Creta-2015-2020-1.4-E-Plus-cars-Kolkata_E657437E37BFA716896F521DA6C6E6ED.htm,Hyundai,3,9.0,15.835,50000,Diesel,Individual,88.7,Manual,First Owner,22.1,1396,FWD,5,6
170,SX4 Celebration Petrol,/used-car-details/used-Maruti-SX4-2007-2012-Celebration-Petrol-cars-Kolkata_CC59CB913D0A99621CC68969FD450A43.htm,Maruti,9,2.51,6.7741,35000,Petrol,Individual,103.3,Manual,First Owner,15.5,1586,FWD,5,5
171,Wagon R LXI BS IV,/used-car-details/used-Maruti-Wagon-R-LXI-BS-IV-cars-Kolkata_F2B4B9250CFBF12DCDDA31DDA82B3CB2.htm,Maruti,5,3.3,6.1899999999999995,31023,Petrol,Dealer,67.04,Manual,First Owner,20.51,998,FWD,5,5
172,Terrano XL,/used-car-details/used-Nissan-Terrano-2013-2017-XL-cars-Kolkata_F1EE0109BD93047C2AEFD4801E6F4E0C.htm,Nissan,5,4.95,13.3592,8500,Petrol,Individual,102.5,Manual,First Owner,13.24,1598,FWD,5,5
173,Scorpio S3 9 Seater BSIV,/used-car-details/used-Mahindra-Scorpio-S3-9-Seater-BSIV-cars-Kolkata_9665D25F19726999E738AA5B9F3A2049.htm,Mahindra,3,9.5,17.475,26806,Diesel,Dealer,75.0,Manual,First Owner,15.4,2523,RWD,7,5
174,New C-Class C 250 CDI Elegance,/used-car-details/used-Mercedes-Benz-New-C-Class-C-250-CDI-Elegance-cars-Kolkata_B7AC9C353705A076EBE19DB4F14296EB.htm,Mercedes-Benz,9,10.99,29.6602,36000,Diesel,Dealer,204.0,Automatic,First Owner,14.94,2143,RWD,5,7
175,Civic 1.8 S MT,/used-car-details/used-Honda-Civic-2010-2013-1.8-S-MT-cars-Kolkata_994B812AB4367465FA9EF27546E54890.htm,Honda,10,2.8,7.5567,50242,Petrol,Dealer,130.2,Manual,First Owner,14.8,1799,FWD,5,5
176,Rover Discovery Sport SD4 HSE Luxury,/used-car-details/used-Land-Rover-Discovery-Sport-2015-2020-SD4-HSE-Luxury-cars-Kolkata_221EC1EA3884CA4DD8BBA1A8B7018408.htm,Land Rover,5,30.0,74.065,60000,Diesel,Individual,187.7,Automatic,First Owner,12.97,2179,4WD,5,9
177,City 1.5 E MT,/used-car-details/used-Honda-City-2008-2011-1.5-E-MT-cars-Kolkata_88D4586F031656BCFFFA8C2B4AF18031.htm,Honda,12,2.0,14.545000000000002,50000,Petrol,Individual,118.0,Manual,First Owner,17.0,1497,FWD,5,5
178,Innova Crysta 2.4 ZX MT BSIV,/used-car-details/used-Toyota-Innova-Crysta-2016-2020-2.4-ZX-MT-BSIV-cars-Kolkata_6EBFA79C3EC0504875B767744F755FE3.htm,Toyota,5,16.75,23.87,38000,Diesel,Dealer,147.8,Manual,First Owner,13.68,2393,RWD,7,5
179,Alto 800 VXI,/used-car-details/used-Maruti-Alto-800-2012-2016-VXI-cars-Kolkata_7C288B3BAFAA2E1352C9919426193D34.htm,Maruti,5,2.35,3.99,36000,Petrol,Dealer,47.3,Manual,First Owner,22.74,796,FWD,5,5
180,Ecosport 1.5 TDCi Titanium BSIV,/used-car-details/used-Ford-Ecosport-2015-2021-1.5-TDCi-Titanium-BSIV-cars-Kolkata_5CED92B0385F3F7866B91C4330B0FA83.htm,Ford,6,4.85,11.684999999999999,50000,Diesel,Individual,98.59,Manual,Second Owner,22.77,1498,FWD,5,5
181,Ameo 1.5 TDI Highline AT,/used-car-details/used-Volkswagen-Ameo-1.5-TDI-Highline-AT-cars-Kolkata_91812AD755D4992234CEC9984911A1C2.htm,Volkswagen,4,5.5,14.8436,31000,Diesel,Dealer,108.495,Automatic,First Owner,22.0,1498,FWD,5,7
182,i20 Asta Option 1.4 CRDi,/used-car-details/used-Hyundai-i20-2015-2017-Asta-Option-1.4-CRDi-cars-Kolkata_CBE699F2D66A5053DEBFA9508EE740FC.htm,Hyundai,6,4.99,10.575,39000,Diesel,Dealer,88.73,Manual,First Owner,22.54,1396,FWD,5,6
183,SX4 S Cross Facelift,/used-car-details/used-Maruti-S-Cross-2017-2020-Facelift-cars-Kolkata_E75AFC4A9BC19826A6DF5460A38FB03C.htm,Maruti,4,6.0,16.193,15000,Diesel,Individual,88.5,Manual,First Owner,23.65,1248,FWD,5,5
184,EcoSport 1.5 DV5 MT Trend,/used-car-details/used-Ford-Ecosport-2013-2015-1.5-DV5-MT-Trend-cars-Kolkata_410898B32E527CA8AE49E8C6F23B6311.htm,Ford,7,4.7,11.684999999999999,47319,Diesel,Dealer,89.84,Manual,First Owner,22.7,1498,FWD,5,5
185,Baleno 1.3 Delta,/used-car-details/used-Maruti-Baleno-1.3-Delta-cars-Kolkata_22CF0189497D369A35B6DE33F53BF45F.htm,Maruti,6,4.39,11.8479,35800,Diesel,Dealer,74.0,Manual,First Owner,27.39,1248,FWD,5,5
186,Etios Liva G,/used-car-details/used-Toyota-Etios-Liva-2014-2016-G-cars-Kolkata_66F413C1F85E7D089AEF03C707FDAEC1.htm,Toyota,7,3.15,8.5013,36000,Petrol,Dealer,78.9,Manual,First Owner,17.71,1197,FWD,5,5
187,Yaris G Optional CVT BSIV,/used-car-details/used-Toyota-Yaris-G-Optional-CVT-BSIV-cars-Kolkata_9CB8F03198AD7565BDFFDBDCEAE70048.htm,Toyota,3,8.99,13.93,28000,Petrol,Dealer,105.5,Automatic,First Owner,17.8,1496,FWD,5,7
188,Alto 800 VXI,/used-car-details/used-Maruti-Alto-800-2016-2019-VXI-cars-Kolkata_3FBC6A3A857D1F65BC861E54019D7698.htm,Maruti,6,2.5,3.99,25400,Petrol,Dealer,47.3,Manual,First Owner,24.7,796,FWD,5,5
189,Verna 1.4 VTVT,/used-car-details/used-Hyundai-Verna-2016-2017-1.4-VTVT-cars-Kolkata_B6158217E24CF9F1763C3BAA43392BC5.htm,Hyundai,5,5.75,13.005,4000,Petrol,Dealer,105.5,Manual,First Owner,17.43,1396,FWD,5,5
190,Duster 110PS Diesel RxZ,/used-car-details/used-Renault-Duster-2016-2019-110PS-Diesel-RxZ-cars-Kolkata_D528991715338F9066DDC77416782C63.htm,Renault,9,3.75,10.1206,46000,Diesel,Dealer,108.45,Manual,First Owner,19.6,1461,FWD,5,6
191,Sumo Gold EX,/used-car-details/used-Tata-Sumo-Gold-EX-cars-Kolkata_3D9606947CCAA7DD746B98D3F86AF44D.htm,Tata,7,3.3,8.9062,45200,Diesel,Dealer,83.83,Manual,First Owner,15.3,2956,RWD,7,5
192,Santro Xing XK eRLX EuroIII,/used-car-details/used-Hyundai-Santro-Xing-XK-eRLX-EuroIII-cars-Kolkata_10EF11FB76BD9BA3D130808D02119D06.htm,Hyundai,14,0.85,2.294,40000,Petrol,Individual,63.0,Manual,First Owner,17.8,1086,,5,5
193,Ecosport 1.5 Diesel Titanium,/used-car-details/used-Ford-Ecosport-2015-2021-1.5-Diesel-Titanium-cars-Kolkata_80F38FEB5ABD1214BD139EDE66E93056.htm,Ford,6,5.5,11.684999999999999,45200,Diesel,Dealer,98.96,Manual,First Owner,21.7,1498,FWD,5,5
194,Santro Xing XS eRLX Euro II,/used-car-details/used-Hyundai-Santro-Xing-XS-eRLX-Euro-II-cars-Kolkata_D4FF0DFDB477A08C431654281AB60506.htm,Hyundai,17,0.95,2.5639,45000,Petrol,Dealer,97.0140904669263,Manual,Second Owner,17.0,1086,,5,5
195,Polo Petrol Comfortline 1.2L,/used-car-details/used-Volkswagen-Polo-2009-2013-Petrol-Comfortline-1.2L-cars-Kolkata_CD955C8AC7536EAF7DBD3D5C7DBECFF0.htm,Volkswagen,9,2.49,8.985,50000,Petrol,Individual,73.9,Manual,Second Owner,16.47,1198,FWD,5,5
196,Amaze V CVT Diesel BSIV,/used-car-details/used-Honda-Amaze-V-CVT-Diesel-BSIV-cars-Kolkata_44E358065453FC70C74A8842FED1D3FC.htm,Honda,3,6.4,11.01,29000,Diesel,Dealer,78.9,Automatic,First Owner,23.8,1498,FWD,5,5
