,Car Name,Car url,Year,Selling Price,Current Value,KMs Driven,Fuel,Seller Type,max_power,Transmission,Owner,Mileage,Engine,Drive Type,Seats,Gear Box
363,Mahindra Scorpio EX,/used-car-details/used-Mahindra-Scorpio-2009-2014-EX-cars-Kolkata_447F05F8A8CDEA71E48095008F70186E.htm,2012,5 Lakh*,Rs.  14.74-20.21 Lakh*,"1,90,000 kms",Diesel,Individual,75bhp@3200rpm,Manual,Second Owner,14.0 kmpl,2523 CC,FWD,8,5 Speed
364,Audi A4 2.0 TDI,/used-car-details/used-Audi-A4-2.0-TDI-cars-Kolkata_BE5FDC63A2E70C7C28B9798D7BC4A1DA.htm,2013,11.99 Lakh*,,"48,650 kms",Diesel,Dealer,147.51bhp@4200rpm,Automatic,First Owner,16.55 kmpl,1968 CC,FWD,5,7 Speed
365,Maruti Baleno Alpha Diesel,/used-car-details/used-Maruti-Baleno-Alpha-Diesel-cars-Kolkata_3BB4EDE25ECC9607C4B6DE25674957AA.htm,2018,6.75 Lakh*,,"26,000 kms",Diesel,Dealer,74bhp@4000rpm,Manual,First Owner,27.39 kmpl,1248 CC,FWD,5,5 Speed
366,Ford Ecosport 1.5 Petrol Ambiente BSIV,/used-car-details/used-Ford-Ecosport-2015-2021-1.5-Petrol-Ambiente-BSIV-cars-Kolkata_E75FFDA91EF23F4993443B5C83A8B12E.htm,2018,6.79 Lakh*,Rs.  9.32-12.93 Lakh*,"19,000 kms",Petrol,Dealer,121.36bhp@6500rpm,Manual,First Owner,17.0 kmpl,1497 CC,FWD,5,5 Speed
367,Maruti Swift Dzire VXI 1.2,/used-car-details/used-Maruti-Dzire-2017-2020-VXI-1.2-cars-Kolkata_AE306D292839041EC58986337B625318.htm,2019,6.75 Lakh*,Rs.  6.67-10.01 Lakh*,"35,000 kms",Petrol,Individual,81.80bhp@6000rpm,Manual,First Owner,21.21 kmpl,1197 CC,FWD,5,5 Speed
368,Mercedes-Benz B Class B180 CDI,/used-car-details/used-Mercedes-Benz-B-Class-2012-2015-B180-CDI-cars-Kolkata_E88D5297D180BD4E818110C141A6404C.htm,2013,12 Lakh*,,"47,601 kms",Diesel,Individual,120.7bhp@5000rpm,Automatic,Second Owner,14.8 kmpl,2143 CC,FWD,5,7 Speed
369,Renault Duster 85PS Diesel RxL Option,/used-car-details/used-Renault-Duster-2015-2016-85PS-Diesel-RxL-Option-cars-Kolkata_4C6387BC3F98F2B34F7362755507FA44.htm,2014,4.25 Lakh*,,"55,000 kms",Diesel,Dealer,83.8bhp@3750rpm,Manual,First Owner,19.87 kmpl,1461 CC,FWD,5,5 speed
370,Maruti SX4 S Cross Facelift,/used-car-details/used-Maruti-S-Cross-2017-2020-Facelift-cars-Kolkata_ADE57CB025612BF67CD07B7B050905C3.htm,2019,7.88 Lakh*,,"27,501 kms",Diesel,Dealer,88.5bhp@4000rpm,Manual,First Owner,23.65 kmpl,1248 CC,FWD,5,5 Speed
371,Maruti Zen Estilo 1.1 LXI BSIII,/used-car-details/used-Maruti-Zen-Estilo-1.1-LXI-BSIII-cars-Kolkata_6FE6FA0C705EA6A47D1C3EBDB833DEA8.htm,2007,"65,000*",,"1,00,000 kms",Petrol,Individual,64bhp@6200rpm,Manual,First Owner,18.2 kmpl,1061 CC,2WD,5,5 Speed
372,Maruti Celerio VXI,/used-car-details/used-Maruti-Celerio-2014-2017-VXI-cars-Kolkata_C15D6AC248C782B493F26B6EBB82DB3E.htm,2016,3.5 Lakh*,Rs.  5.17-6.45 Lakh*,"35,000 kms",Petrol,Dealer,67.04bhp@6000rpm,Manual,First Owner,23.1 kmpl,998 CC,FWD,5,5 Speed 
373,Hyundai Creta 1.6 CRDi SX,/used-car-details/used-Hyundai-Creta-2015-2020-1.6-CRDi-SX-cars-Kolkata_2C545DC9DB4729CC3E5D37C1FD53D0BD.htm,2017,8.85 Lakh*,Rs.  11.88-19.79 Lakh*,"42,000 kms",Diesel,Dealer,126.2bhp@4000rpm,Manual,First Owner,19.67 kmpl,1582 CC,FWD,5,6 Speed
374,Tata Indica Xeta GLS BS IV,/used-car-details/used-Tata-Indica-Xeta-GLS-BS-IV-cars-Kolkata_7B59DE379EBED827ADF63883239DD441.htm,2009,"95,000*",,"25,000 kms",Petrol,Individual,65.3 PS @ 5000 RPM  ,Manual,First Owner,15.3 kmpl,1193 CC,FWD,5,5 Speed
375,Maruti Zen Estilo VXI BSIV,/used-car-details/used-Maruti-Zen-Estilo-VXI-BSIV-cars-Kolkata_BD27221FBF8D28D95EB966C855B0DB51.htm,2013,2.36 Lakh*,,"35,000 kms",Petrol,Dealer,67.1bhp@6200rpm,Manual,First Owner,19.0 kmpl,998 CC,FWD,5,5 Speed
376,Hyundai i20 Magna Optional 1.2,/used-car-details/used-Hyundai-i20-2012-2014-Magna-Optional-1.2-cars-Kolkata_F9A6AE47F7EC06EAB06D345CB351497D.htm,2013,3.24 Lakh*,Rs.  7.69-12.67 Lakh*,"36,000 kms",Petrol,Dealer,82.9bhp@6000rpm,Manual,First Owner,18.5 kmpl,1197 CC,FWD,5,5 Speed
377,Mahindra TUV 300 T8 AMT,/used-car-details/used-Mahindra-TUV-300-2015-2019-T8-AMT-cars-Kolkata_17F8946D44EC47F54BFBE16371CC4352.htm,2018,7.65 Lakh*,,"25,517 kms",Diesel,Dealer,100bhp@3750rpm,Automatic,First Owner,18.49 kmpl,1493 CC,RWD,7,5 Speed
378,Maruti Baleno Delta,/used-car-details/used-Maruti-Baleno-Delta-cars-Kolkata_29E9C759CFF74999A66F77A2716CD226.htm,2016,4.69 Lakh*,Rs.  6.78-10.42 Lakh*,"38,256 kms",Petrol,Dealer,81.80bhp@6000rpm,Manual,First Owner,21.01 kmpl,1197 CC,FWD,5,5 Speed
379,Ford EcoSport 1.5 Ti VCT MT Ambiente,/used-car-details/used-Ford-Ecosport-2013-2015-1.5-Ti-VCT-MT-Ambiente-cars-Kolkata_0F17997001DBFDA8065EAA9FA89D0B87.htm,2014,4.25 Lakh*,Rs.  9.32-12.93 Lakh*,"60,000 kms",Petrol,Dealer,110bhp@6300rpm,Manual,First Owner,15.8 kmpl,1499 CC,FWD,5,5 Speed
380,Volkswagen Polo 1.5 TDI Comfortline,/used-car-details/used-Volkswagen-Polo-2013-2015-1.5-TDI-Comfortline-cars-Kolkata_E92B1F391D6EC090D9D7157AC07DD22E.htm,2014,3.1 Lakh*,,"55,000 kms",Diesel,Dealer,88.8bhp@4200rpm,Manual,First Owner,20.14 kmpl,1498 CC,FWD,5,5 Speed
381,Honda Amaze VX i-VTEC,/used-car-details/used-Honda-Amaze-VX-i-VTEC-cars-Kolkata_B1D3BB0AC618FF9BBD088B16F4E2E0FF.htm,2016,4 Lakh*,Rs.  7.04-9.99 Lakh*,"39,000 kms",Petrol,Dealer,86.7bhp@6000rpm,Manual,First Owner,17.8 kmpl,1198 CC,FWD,5,5 Speed
382,Ford Ecosport 1.5 TDCi Titanium BSIV,/used-car-details/used-Ford-Ecosport-2015-2021-1.5-TDCi-Titanium-BSIV-cars-Kolkata_9E9872D1FABBDCA864F9C3F8AF4F75ED.htm,2015,5.75 Lakh*,Rs.  10.11-13.26 Lakh*,"46,000 kms",Diesel,Dealer,98.59bhp@3750rpm,Manual,First Owner,22.77 kmpl,1498 CC,FWD,5,5 Speed
383,Mercedes-Benz B Class B180 Sports,/used-car-details/used-Mercedes-Benz-B-Class-2012-2015-B180-Sports-cars-Kolkata_8CA66C48340AC6B7834F300D4DEE9007.htm,2013,11.99 Lakh*,,"26,001 kms",Petrol,Dealer,120.7bhp@5000rpm,Automatic,First Owner,11.9 kmpl,1595 CC,FWD,5,7G DCT 7-Speed Dual Clutch Transmission 
384,Volkswagen Vento 1.5 TDI Highline,/used-car-details/used-Volkswagen-Vento-2013-2015-1.5-TDI-Highline-cars-Kolkata_178796DDA86C4768DEA8CF2CA7E11AB1.htm,2014,4.15 Lakh*,,"45,000 kms",Diesel,Dealer,103.2bhp@4400rpm,Manual,First Owner,20.34 kmpl,1498 CC,FWD,5,5 Speed
385,Maruti Zen VX,/used-car-details/used-Maruti-Zen-VX-cars-Kolkata_8BB6B2A67984BE27CC9657F266DD1B11.htm,2004,"75,000*",,"58,670 kms",Petrol,Dealer,60 PS @ 6000 rpm ,Manual,Second Owner,17.3 kmpl,993 CC,,5,5 Speed
386,Volkswagen Polo 1.0 TSI Highline Plus,/used-car-details/used-Volkswagen-Polo-1.0-TSI-Highline-Plus-cars-Kolkata_D90FD2D9F7B7063A6F4EE83337AE4861.htm,2020,7.45 Lakh*,Rs.  6.90-11.07 Lakh*,"9,000 kms",Petrol,Dealer,108.62bhp@5000-5500rpm,Manual,First Owner,18.24 kmpl,999 CC,FWD,5,6 Speed
387,Maruti Baleno 1.2 Zeta,/used-car-details/used-Maruti-Baleno-1.2-Zeta-cars-Kolkata_533A709BD8A3860523A7B21D12A92232.htm,2020,7.5 Lakh*,Rs.  6.78-10.42 Lakh*,"14,500 kms",Petrol,Dealer,83.1bhp@6000rpm,Manual,First Owner,21.4 kmpl,1197 CC,FWD,5,5 Speed
388,Hyundai EON 1.0 Era Plus,/used-car-details/used-Hyundai-EON-1.0-Era-Plus-cars-Kolkata_A4F881809F7994820C6835D492FDD652.htm,2018,2.95 Lakh*,,"15,200 kms",Petrol,Dealer,68.05bhp@6200rpm,Manual,First Owner,20.3 kmpl,998 CC,FWD,5,5 Speed
389,Maruti Swift Dzire VXI,/used-car-details/used-Maruti-Swift-Dzire-2014-2017-VXI-cars-Kolkata_89180E18987F0A4C8F64C5A8B423849F.htm,2015,4.62 Lakh*,Rs.  6.67-10.01 Lakh*,"45,288 kms",Petrol,Dealer,83.14bhp@6000rpm,Manual,Second Owner,20.85 kmpl,1197 CC,FWD,5,5 Speed
390,Toyota Innova 2.5 E Diesel PS 8-Seater,/used-car-details/used-Toyota-Innova-2012-2013-2.5-E-Diesel-PS-8-Seater-cars-Kolkata_33CD895F89AB43650024FEDE662A8373.htm,2008,4.15 Lakh*,,"68,500 kms",Diesel,Dealer,100.6bhp@3600rpm,Manual,First Owner,11.4 kmpl,2494 CC,,8,5 Speed
391,Volkswagen Polo Select 1.5 TDI Highline,/used-car-details/used-Volkswagen-Polo-2015-2019-Select-1.5-TDI-Highline-cars-Kolkata_BDC7031451752050EC3A083EC390E4E3.htm,2015,4.32 Lakh*,,"28,500 kms",Diesel,Dealer,88.7bhp@4200rpm,Manual,First Owner,20.14 kmpl,1498 CC,FWD,5,5 Speed
392,Maruti Alto K10 2010-2014 VXI,/used-car-details/used-Maruti-Alto-K10-2010-2014-2010-2014-VXI-cars-Kolkata_89B559611D59A8FD2A1C1EA488F2B99D.htm,2011,1.75 Lakh*,,"34,250 kms",Petrol,Dealer,67.1bhp@6200rpm,Manual,Second Owner,20.92 kmpl,998 CC,FWD,5,5 Speed
393,Maruti Celerio LXI,/used-car-details/used-Maruti-Celerio-LXI-cars-Kolkata_D1D17375A8F0A91863DC74D9F3546FFE.htm,2021,3.7 Lakh*,Rs.  5.17-6.45 Lakh*,"1,000 kms",Petrol,Dealer,67.05bhp@6000rpm,Manual,First Owner,21.63 kmpl,998 CC,FWD,5,5 Speed
394,Renault KWID 1.0 RXT 02 Anniversary Edition,/used-car-details/used-Renault-KWID-2015-2019-1.0-RXT-02-Anniversary-Edition-cars-Kolkata_C176F73EBC4A2374700B1C5E29958EE9.htm,2018,3.1 Lakh*,Rs.  3.82-6.17 Lakh*,"35,000 kms",Petrol,Dealer,67bhp@5500rpm,Manual,First Owner,23.01 kmpl,999 CC,FWD,5,5 Speed
395,Maruti Ertiga VXI ABS,/used-car-details/used-Maruti-Ertiga-2012-2015-VXI-ABS-cars-Kolkata_49BB2A478AAF6A523942E27459C7550D.htm,2013,4.2 Lakh*,Rs.  8.68-11.84 Lakh*,"80,000 kms",Petrol,Individual,93.7bhp@6000rpm,Manual,Third Owner,16.02 kmpl,1373 CC,FWD,7,5 Speed 
396,Honda Amaze VX Diesel,/used-car-details/used-Honda-Amaze-VX-Diesel-cars-Kolkata_DCB6A0BB322BC382C17B124BA30228E7.htm,2018,7.8 Lakh*,Rs.  9.61-12.41 Lakh*,"36,951 kms",Diesel,Dealer,98.63bhp@3600rpm,Manual,First Owner,24.7 kmpl,1498 CC,FWD,5,5 Speed
397,Honda Jazz Select Edition Mode,/used-car-details/used-Honda-Jazz-2009-2013-Select-Edition-Mode-cars-Kolkata_91608C999A1074548EEEB10309EA8487.htm,2010,2.3 Lakh*,Rs.  8.60-11.05 Lakh*,"68,000 kms",Petrol,Dealer,90(66) @ 6200,Manual,First Owner,16.0 kmpl,1198 CC,Two Wheel Drive,5,Five Speed Manual Transmission Gearbox
398,Volkswagen Vento Diesel Highline,/used-car-details/used-Volkswagen-Vento-2010-2013-Diesel-Highline-cars-Kolkata_F6EFA74B24854339F30D956D4004E7B7.htm,2011,2.85 Lakh*,,"36,000 kms",Diesel,Dealer,103.6bhp@4400rpm,Manual,First Owner,20.54 kmpl,1598 CC,FWD,5,5 Speed
399,Skoda Octavia 2.0 TDI AT Style Plus,/used-car-details/used-Skoda-Octavia-2013-2021-2.0-TDI-AT-Style-Plus-cars-Kolkata_42620B58FADC6A6665EB34FE58AB1603.htm,2016,12.5 Lakh*,,"39,000 kms",Diesel,Dealer,141bhp@3500-4000rpm,Automatic,First Owner,19.5 kmpl,1968 CC,FWD,5,6 Speed
400,Maruti Alto 800 VXI Optional,/used-car-details/used-Maruti-Alto-800-2016-2019-VXI-Optional-cars-Kolkata_686858C6E3133BC91A0F14D6509B0CC9.htm,2017,2.72 Lakh*,Rs.  3.35-4.63 Lakh*,"18,250 kms",Petrol,Dealer,47.3bhp@6000rpm,Manual,Second Owner,24.7 kmpl,796 CC,FWD,5,5 Speed
401,Hyundai i20 Asta 1.4 CRDi (Diesel),/used-car-details/used-Hyundai-i20-2009-2011-Asta-1.4-CRDi-(Diesel)-cars-Kolkata_A24789FC1CCEB7F138B5BA531D194BEC.htm,2010,2.3 Lakh*,Rs.  9.12-12.03 Lakh*,"80,000 kms",Diesel,Individual,90PS at 4000rpm,Manual,Second Owner,23.0 kmpl,1396 CC,,5,6-Speed
402,Maruti Baleno Alpha,/used-car-details/used-Maruti-Baleno-Alpha-cars-Kolkata_4CCD331F730C5066A50C76D022288E65.htm,2019,6.5 Lakh*,Rs.  6.78-10.42 Lakh*,"8,000 kms",Petrol,Dealer,81.80bhp@6000rpm,Manual,First Owner,21.01 kmpl,1197 CC,FWD,5,5 Speed
403,Hyundai i20 1.2 Magna,/used-car-details/used-Hyundai-i20-2010-2012-1.2-Magna-cars-Kolkata_71A44EC244888EFA73CCFFEC1A8F686D.htm,2011,2.6 Lakh*,Rs.  7.69-12.67 Lakh*,"31,000 kms",Petrol,Dealer,80 PS at 5200 rpm,Manual,First Owner,18.5 kmpl,1197 CC,,5,5 Speed
404,Toyota Corolla Altis D-4D J,/used-car-details/used-Toyota-Corolla-Altis-2013-2017-D-4D-J-cars-Kolkata_A0D11766EE8AACCB9920A0EBCC30F330.htm,2014,6.9 Lakh*,,"27,000 kms",Diesel,Dealer,87.2bhp@3800rpm,Manual,First Owner,21.43 kmpl,1364 CC,FWD,5,6 Speed
405,Honda BR-V i-DTEC S MT,/used-car-details/used-Honda-BR-V-i-DTEC-S-MT-cars-Kolkata_62B5F3FD5F0B8BD632D040EE266B93C1.htm,2016,6.95 Lakh*,,"21,000 kms",Diesel,Dealer,98.6bhp@3600rpm,Manual,First Owner,21.9 kmpl,1498 CC,FWD,7,6 Speed
406,Maruti Vitara Brezza VDi,/used-car-details/used-Maruti-Vitara-Brezza-2016-2020-VDi-cars-Kolkata_F0CFDBD52038BCB99452E818920D4E44.htm,2016,6.5 Lakh*,,"30,000 kms",Diesel,Dealer,88.5bhp@4000rpm,Manual,First Owner,24.3 kmpl,1248 CC,FWD,5,5 Speed
407,Mahindra Scorpio S10 7 Seater,/used-car-details/used-Mahindra-Scorpio-S10-7-Seater-cars-Kolkata_93317A7DE4D740C655C61A16B6FA534B.htm,2015,9.5 Lakh*,Rs.  14.74-20.21 Lakh*,"43,198 kms",Diesel,Dealer,120bhp@4000rpm,Manual,First Owner,15.4 kmpl,2179 CC,RWD,7,5 Speed
408,Honda City i VTEC VX Option,/used-car-details/used-Honda-City-2014-2015-i-VTEC-VX-Option-cars-Kolkata_DFCAF763EF3F140A1F4B7E63F155B378.htm,2016,6.55 Lakh*,Rs.  12.47-16.62 Lakh*,"46,000 kms",Petrol,Dealer,117.3bhp@6600rpm,Manual,First Owner,17.4 kmpl,1497 CC,FWD,5,5 Speed 
409,Honda City i DTec V,/used-car-details/used-Honda-City-2015-2017-i-DTec-V-cars-Kolkata_E230B5CD75B526BD31ECC5DCAB451BC3.htm,2016,5.9 Lakh*,Rs.  14.24-16.84 Lakh*,"39,460 kms",Diesel,Dealer,98.6bhp@3600rpm,Manual,First Owner,26.0 kmpl,1498 CC,FWD,5,6 Speed
410,Chevrolet Spark 1.0 LS,/used-car-details/used-Chevrolet-Spark-2007-2012-1.0-LS-cars-Kolkata_3D2DDF56208FE4BB7105570B88C5D4D7.htm,2008,"45,000*",,"80,000 kms",Petrol,Individual,62bhp@5400rpm,Manual,Third Owner,18.0 kmpl,995 CC,FWD,5,5 Speed
411,Hyundai Creta 1.6 SX Option,/used-car-details/used-Hyundai-Creta-2015-2020-1.6-SX-Option-cars-Kolkata_C0E36D34B0E096C1AB754382A15D3F8B.htm,2018,11.49 Lakh*,Rs.  11.36-19.89 Lakh*,"38,691 kms",Petrol,Dealer,121.3bhp@6400rpm,Manual,First Owner,15.8 kmpl,1591 CC,FWD,5,6 Speed
412,Hyundai i10 Magna,/used-car-details/used-Hyundai-i10-Magna-cars-Kolkata_751278C731AFB2200C56F684F335033C.htm,2015,2.85 Lakh*,,"55,000 kms",Petrol,Dealer,78.9bhp@6000rpm,Manual,First Owner,20.36 kmpl,1197 CC,FWD,5,5 Speed
413,Mercedes-Benz E-Class E240 V6 AT,/used-car-details/used-Mercedes-Benz-E-Class-1993-2009-E240-V6-AT-cars-Kolkata_B1613AE375AA6383A680FDCDDAD624C9.htm,2005,3.5 Lakh*,Rs.  71.78-1.88 Cr*,"1,23,374 kms",Petrol,Dealer,203bhp@6100rpm,Automatic,First Owner,11.2 kmpl,2497 CC,Rear-wheel drive with ESP,5,7 Speed
414,Maruti Omni 5 Seater BSII,/used-car-details/used-Maruti-Omni-5-Seater-BSII-cars-Kolkata_2EDE5E8F83B682E5236CC63B6B2D7D5A.htm,2006,1.1 Lakh*,,"40,000 kms",Petrol,Dealer,35 bhp @ 5000 rpm,Manual,First Owner,14.0 kmpl,796 CC,RWD,5,4 Speed
415,Tata Indica Xeta GLS BS IV,/used-car-details/used-Tata-Indica-Xeta-GLS-BS-IV-cars-Kolkata_E7DD055224D0B4D9584ADCB507F4B2F0.htm,2009,1.55 Lakh*,,"35,000 kms",Petrol,Individual,65.3 PS @ 5000 RPM  ,Manual,Second Owner,15.3 kmpl,1193 CC,FWD,5,5 Speed
416,Ford Endeavour 3.2 Titanium AT 4X4,/used-car-details/used-Ford-Endeavour-2015-2020-3.2-Titanium-AT-4X4-cars-Kolkata_DD22A067EDBDFEE2CF8AD4B878124F8E.htm,2018,29.6 Lakh*,Rs.  37.76-40.48 Lakh*,"37,700 kms",Diesel,Individual,197bhp@3000rpm,Automatic,Second Owner,10.91 kmpl,3198 CC,4WD,7,6 Speed
417,Hyundai i20 Magna,/used-car-details/used-Hyundai-i20-2009-2011-Magna-cars-Kolkata_B1B5717AD1E8732AE6C2FC163AC46E04.htm,2009,2.25 Lakh*,Rs.  7.69-12.67 Lakh*,"40,000 kms",Petrol,Individual,80 PS at 5200 rpm,Manual,Second Owner,18.5 kmpl,1197 CC,,5,5 Speed
418,Hyundai Creta 1.6 VTVT SX Plus Dual Tone,/used-car-details/used-Hyundai-Creta-2015-2020-1.6-VTVT-SX-Plus-Dual-Tone-cars-Kolkata_F92B10B19430B5CB65D529699FFC0D7F.htm,2017,11 Lakh*,Rs.  11.36-19.89 Lakh*,"20,000 kms",Petrol,Individual,121.3bhp@6400rpm,Manual,First Owner,15.29 kmpl,1591 CC,FWD,5,6 Speed
419,Hyundai Verna 1.6 SX VTVT (O) AT,/used-car-details/used-Hyundai-Verna-2011-2014-1.6-SX-VTVT-(O)-AT-cars-Kolkata_35A69D649173D40424C38BB3B59AA5FE.htm,2012,3.85 Lakh*,Rs.  10.30-15.71 Lakh*,"57,000 kms",Petrol,Dealer,121.4bhp@6300rpm,Automatic,First Owner,17.1 kmpl,1591 CC,FWD,5,5 Speed
420,Maruti Swift Dzire AMT ZDI,/used-car-details/used-Maruti-Dzire-2017-2020-AMT-ZDI-cars-Kolkata_224446A00A3AF24E6C5341F326CEAE97.htm,2016,6 Lakh*,,"50,040 kms",Diesel,Dealer,74.02bhp@4000rpm,Automatic,First Owner,28.4 kmpl,1248 CC,FWD,5,5 Speed
421,Mahindra XUV500 W10 2WD,/used-car-details/used-Mahindra-XUV500-W10-2WD-cars-Kolkata_12C12A7D5BAA3B193C89F6BF26CAD15A.htm,2015,8 Lakh*,Rs.  18.05-22.99 Lakh*,"72,000 kms",Diesel,Dealer,140bhp@3750rpm,Manual,First Owner,16.0 kmpl,2179 CC,FWD,7,6 Speed
422,Volkswagen Polo 1.2 MPI Highline,/used-car-details/used-Volkswagen-Polo-2015-2019-1.2-MPI-Highline-cars-Kolkata_45583F8842AAB403B4476CF2D0A77328.htm,2016,4.4 Lakh*,Rs.  6.90-11.07 Lakh*,"46,000 kms",Petrol,Dealer,74bhp@5400rpm,Manual,First Owner,16.2 kmpl,1199 CC,FWD,5,5 Speed
423,Volkswagen Polo 1.5 TDI Highline,/used-car-details/used-Volkswagen-Polo-2015-2019-1.5-TDI-Highline-cars-Kolkata_0AD9B842E694D8ABFD9C217BFD7D7F9E.htm,2016,5.2 Lakh*,,"90,000 kms",Diesel,Individual,88bhp@4200rpm,Manual,First Owner,20.14 kmpl,1498 CC,FWD,5,5 Speed
424,Volvo XC40 T4 R-Design BSIV,/used-car-details/used-Volvo-XC40-T4-R-Design-BSIV-cars-Kolkata_6896F33592E19D034A74211A46377EBA.htm,2020,34.99 Lakh*,Rs.  46.00 Lakh*,"38,501 kms",Petrol,Dealer,190bhp,Automatic,First Owner,0.0 kmpl,1969 CC,FWD,5,8 Speed
425,Maruti Alto LX,/used-car-details/used-Maruti-Alto-2000-2005-LX-cars-Kolkata_AE3411A742EDBBE8BCF7D62F1F2BE6F1.htm,2005,"90,000*",,"70,000 kms",Petrol,Individual,46.3bhp@6200rpm,Manual,First Owner,19.7 kmpl,796 CC,2WD,5,5 Speed
426,Maruti Eeco 7 Seater Standard BSIV,/used-car-details/used-Maruti-Eeco-7-Seater-Standard-BSIV-cars-Kolkata_A0DE0D2E7D8E35F6A5478EBB9F6E4DD0.htm,2018,4 Lakh*,Rs.  4.59-5.04 Lakh*,"25,000 kms",Petrol,Individual,73bhp@6000rpm,Manual,First Owner,15.37 kmpl,1196 CC,RWD,7,5 Speed
427,Chevrolet Spark 1.0 LT,/used-car-details/used-Chevrolet-Spark-2007-2012-1.0-LT-cars-Kolkata_6B2D5445EF322BBC93EF9561DC5982C7.htm,2011,1.25 Lakh*,,"31,168 kms",Petrol,Dealer,62bhp@5400rpm,Manual,First Owner,18.0 kmpl,995 CC,FWD,5,5 Speed
428,Maruti Swift Dzire VDI,/used-car-details/used-Maruti-Dzire-2017-2020-VDI-cars-Kolkata_3F66E5BFE60A62007C26CB2776398A97.htm,2019,6.8 Lakh*,,"80,000 kms",Diesel,Individual,74.02bhp@4000rpm,Manual,First Owner,28.4 kmpl,1248 CC,FWD,5,5 Speed
429,Maruti Ertiga VDI,/used-car-details/used-Maruti-Ertiga-2012-2015-VDI-cars-Kolkata_D67D28ED77C165501CEF6ED95341740C.htm,2014,7 Lakh*,,"60,000 kms",Diesel,Individual,88.76bhp@4000rpm,Manual,First Owner,20.77 kmpl,1248 CC,FWD,7,5 Speed 
430,Tata Tiago XT,/used-car-details/used-Tata-Tiago-XT-cars-Kolkata_374C922420FB6C273F4C3E5E138B1342.htm,2020,5.7 Lakh*,Rs.  5.62-7.84 Lakh*,"5,000 kms",Petrol,Individual,84.48bhp@6000rpm,Manual,First Owner,23.84 kmpl,1199 CC,FWD,5,5 Speed
431,Volkswagen Vento Diesel Comfortline,/used-car-details/used-Volkswagen-Vento-2010-2013-Diesel-Comfortline-cars-Kolkata_A6AF9E0247487B03F7CAF0F3AF5BACD9.htm,2011,2.5 Lakh*,,"30,000 kms",Diesel,Individual,103.6bhp@4400rpm,Manual,Second Owner,20.54 kmpl,1598 CC,FWD,5,5 Speed
432,Maruti Swift LXi BSIV,/used-car-details/used-Maruti-Swift-2004-2011-LXi-BSIV-cars-Kolkata_00E80FDB589351E313049F5680496230.htm,2007,1.4 Lakh*,Rs.  6.48-9.50 Lakh*,"45,000 kms",Petrol,Individual,"85ps @ 6,000rpm",Manual,Second Owner,16.1 kmpl,1197 CC,,5,5 Speed
433,Honda City 1.5 V MT,/used-car-details/used-Honda-City-2008-2011-1.5-V-MT-cars-Kolkata_2F96458BBA92885B43227A9D2FA2CF5A.htm,2011,3.8 Lakh*,Rs.  12.47-16.62 Lakh*,"80,000 kms",Petrol,Individual,"118PS at 6,600 rpm",Manual,First Owner,17.0 kmpl,1497 CC,FWD,5,5 Speed
434,Hyundai Accent GLX,/used-car-details/used-Hyundai-Accent-GLX-cars-Kolkata_3A650CA726534BFE3369ADA77A14A046.htm,2004,1.45 Lakh*,,"90,000 kms",Petrol,Individual,"94 @ 5,550 (PS@rpm)",Manual,Second Owner,13.2 kmpl,1495 CC,,5,5 Speed
435,Honda City i-DTEC VX,/used-car-details/used-Honda-City-2017-2020-i-DTEC-VX-cars-Kolkata_5820936B890CD657EB50FA1C5841B4F9.htm,2019,9.95 Lakh*,Rs.  14.24-16.84 Lakh*,"21,000 kms",Diesel,Dealer,97.9bhp@3600rpm,Manual,First Owner,25.6 kmpl,1498 CC,FWD,5,6 Speed
436,Maruti Celerio X ZXI,/used-car-details/used-Maruti-Celerio-X-ZXI-cars-Kolkata_BFEF4D0DEE846E8446992004A8EA797F.htm,2019,4.5 Lakh*,Rs.  5.67-6.55 Lakh*,"2,200 kms",Petrol,Dealer,67.05bhp@6000rpm,Manual,First Owner,21.63 kmpl,998 CC,FWD,5,5 Speed
437,Maruti Alto K10 VXI,/used-car-details/used-Maruti-Alto-K10-VXI-cars-Kolkata_245630499B4227A6A48C945C125408F7.htm,2015,2.85 Lakh*,,"14,249 kms",Petrol,Dealer,67.05bhp@6000rpm,Manual,First Owner,23.95 kmpl,998 CC,FWD,5,5 Speed
438,Maruti Ertiga SHVS ZDI,/used-car-details/used-Maruti-Ertiga-SHVS-ZDI-cars-Kolkata_D35620A7BF50FA87F1C211ED4240B049.htm,2017,6.75 Lakh*,,"56,000 kms",Diesel,Dealer,88.5bhp@4000rpm,Manual,First Owner,24.52 kmpl,1248 CC,FWD,7,5 Speed
439,Mahindra XUV500 W8 FWD,/used-car-details/used-Mahindra-XUV500-2011-2015-W8-FWD-cars-Kolkata_A989511F25BE4AA1DD787B515AAF6978.htm,2014,6.6 Lakh*,Rs.  18.05-22.99 Lakh*,"127,662 kms",Diesel,Dealer,140bhp@3750rpm,Manual,Second Owner,15.1 kmpl,2179 CC,AWD,7,6 Speed 
440,Honda City i VTEC SV,/used-car-details/used-Honda-City-2014-2015-i-VTEC-SV-cars-Kolkata_CE61A0E511F43FCC2139633A24C0EAD5.htm,2015,5.65 Lakh*,Rs.  12.47-16.62 Lakh*,"34,295 kms",Petrol,Dealer,117.3bhp@6600rpm,Manual,First Owner,17.4 kmpl,1497 CC,FWD,5,5 Speed 
